# ----------------------------------------
# Toate datele site-ului
# Pages
# 20140311-20140410
# ----------------------------------------

Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/doku.php?id=pro_life_hypocrisy_and_how_to_prevent_abortions_while_keeping_them_legal&do=edit&rev=1394688170,3,2,00:00:24,0,0.00%,33.33%,$0.00
/doku.php?id=public_opinion_and_australian_foreign_policy,3,3,00:00:05,1,100.00%,66.67%,$0.00
/doku.php?id=pumped,3,2,00:01:22,0,0.00%,0.00%,$0.00
/doku.php?id=qatar_world_cup_football_allegations&do=edit&rev=0,3,1,00:01:52,0,0.00%,0.00%,$0.00
/doku.php?id=rabies_-_a_public_threat,3,1,00:00:11,0,0.00%,0.00%,$0.00
/doku.php?id=rabies:a_public_threat,3,2,00:00:35,0,0.00%,0.00%,$0.00
/doku.php?id=raising_your_child_as_a_winner&do=revisions,3,3,00:00:05,0,0.00%,0.00%,$0.00
/doku.php?id=rating_alyssa85_27,3,3,00:01:10,0,0.00%,0.00%,$0.00
/doku.php?id=rating_alyssa85_33&s[]=kochmann799,3,2,00:00:45,1,0.00%,33.33%,$0.00
/doku.php?id=rating_dalamar96_34&do=edit&rev=1396646019,3,2,00:00:29,0,0.00%,0.00%,$0.00
/doku.php?id=rating_dinkleberg_32,3,2,00:00:18,0,0.00%,0.00%,$0.00
/doku.php?id=rating_melodiemuse_33,3,2,00:00:11,0,0.00%,33.33%,$0.00
/doku.php?id=rating_unthinkingbit_27,3,3,00:00:14,1,100.00%,33.33%,$0.00
/doku.php?id=rating_wiser_31,3,1,00:00:06,0,0.00%,0.00%,$0.00
/doku.php?id=Reasons To Tell The Truth,3,3,00:00:32,0,0.00%,0.00%,$0.00
/doku.php?id=reasons_to_tell_the_truth&do=edit&rev=0,3,2,00:00:11,0,0.00%,0.00%,$0.00
/doku.php?id=recent_streptolysin_o_research&do=edit&rev=0,3,1,00:02:58,0,0.00%,0.00%,$0.00
/doku.php?id=reducing_stress,3,1,00:00:07,0,0.00%,0.00%,$0.00
/doku.php?id=reductivist_naturalist_moral_realism,3,3,00:00:05,2,100.00%,66.67%,$0.00
/doku.php?id=renewable_energy,3,3,00:00:00,3,100.00%,100.00%,$0.00
/doku.php?id=reno_court_of_inquiry_day1,3,3,00:00:12,0,0.00%,33.33%,$0.00
/doku.php?id=reno_court_of_inquiry_day16,3,3,00:00:09,0,0.00%,33.33%,$0.00
/doku.php?id=reno_court_of_inquiry_day2,3,3,00:00:14,1,100.00%,66.67%,$0.00
/doku.php?id=reno_court_of_inquiry_day5,3,3,00:00:15,0,0.00%,66.67%,$0.00
/doku.php?id=replication_of_dna,3,2,00:06:34,0,0.00%,0.00%,$0.00
/doku.php?id=researchgate_compared_to_devtome&do=edit&rev=1396372152,3,1,00:00:44,0,0.00%,0.00%,$0.00
/doku.php?id=restaurant_review_of_bravo_cucina_italiana,3,3,00:03:11,1,100.00%,66.67%,$0.00
/doku.php?id=reverse_mortgage_for_seniors,3,2,00:00:03,0,0.00%,0.00%,$0.00
/doku.php?id=review_of_ipad_mini,3,3,00:00:00,3,100.00%,100.00%,$0.00
/doku.php?id=risotto_aphrodite&do=revisions,3,2,00:11:31,0,0.00%,33.33%,$0.00
/doku.php?id=robotics_hayek.0,3,2,00:00:16,0,0.00%,33.33%,$0.00
/doku.php?id=robots_will_take_your_job&do=edit&rev=0,3,1,00:00:54,0,0.00%,0.00%,$0.00
/doku.php?id=rock_climbing,3,2,00:17:40,2,50.00%,66.67%,$0.00
/doku.php?id=rome_-_the_eternal_city,3,3,00:00:00,3,100.00%,100.00%,$0.00
/doku.php?id=roster_of_the_7th_cavalry_in_1876&do=edit&rev=1388863509,3,2,00:01:27,0,0.00%,33.33%,$0.00
/doku.php?id=safe_behind_the_steering_wheel,3,1,00:00:03,0,0.00%,0.00%,$0.00
/doku.php?id=safety_not_guaranteed_review,3,2,00:00:02,1,100.00%,33.33%,$0.00
/doku.php?id=samba,3,2,00:00:05,0,0.00%,33.33%,$0.00
/doku.php?id=school_safety_investigator_ex_cop_threatened_with_arrest_for_seeking_answers_to_sandy_hook_mysteries&do=login,3,2,00:00:07,0,0.00%,0.00%,$0.00
/doku.php?id=school_safety_investigator_ex_cop_threatened_with_arrest_for_seeking_answers_to_sandy_hook_mysteries&do=revisions,3,2,00:00:06,0,0.00%,0.00%,$0.00
/doku.php?id=script_analysis_of_the_film_misery,3,1,00:01:44,0,0.00%,33.33%,$0.00
/doku.php?id=scrypt_altcoin_cloning_guide&rev=1376144136,3,3,00:00:01,0,0.00%,0.00%,$0.00
/doku.php?id=sdgfdfgghf,3,1,00:13:26,0,0.00%,0.00%,$0.00
/doku.php?id=sealab_2021&do=revisions,3,2,00:00:04,1,100.00%,33.33%,$0.00
/doku.php?id=search_engine_placement,3,2,00:00:05,0,0.00%,33.33%,$0.00
/doku.php?id=secrets_of_a_happy_single_woman,3,1,00:00:04,0,0.00%,0.00%,$0.00
/doku.php?id=secrets_to_travel_lake_atitlan_guatemala&do=edit&rev=1396982439,3,1,00:00:38,0,0.00%,0.00%,$0.00
/doku.php?id=seeking_sage&do=edit&rev=1397024563,3,1,00:10:04,0,0.00%,33.33%,$0.00
/doku.php?id=sf4_using_the_training_room,3,3,00:00:00,3,100.00%,100.00%,$0.00
/doku.php?id=sgdfgfggf,3,1,00:00:03,1,0.00%,33.33%,$0.00
/doku.php?id=sha256_altcoin_cloning_guide&do=revisions,3,3,00:00:17,1,0.00%,33.33%,$0.00
/doku.php?id=sha256_altcoin_cloning_guide&s[]=altcoin&s[]=cloning,3,2,00:00:16,0,0.00%,33.33%,$0.00
/doku.php?id=sha256_altcoin_cloning_guide&s[]=cloning&s[]=guide,3,3,00:00:18,1,100.00%,66.67%,$0.00
/doku.php?id=shaco_jungle_guide,3,3,00:00:01,2,100.00%,66.67%,$0.00
/doku.php?id=sicily_-_the_sunny_island,3,3,00:00:00,3,100.00%,100.00%,$0.00
/doku.php?id=signs_of_diabetes_diabetes_cure_and_everything_about_diabetes&do=edit&rev=0,3,1,00:00:33,0,0.00%,0.00%,$0.00
/doku.php?id=single_vs_double_kettlebell_workouts,3,3,00:00:05,0,0.00%,33.33%,$0.00
/doku.php?id=slip_into_madness,3,2,00:02:33,0,0.00%,33.33%,$0.00
/doku.php?id=smallpox&do=edit&rev=1390968904,3,1,00:03:46,0,0.00%,0.00%,$0.00
/doku.php?id=smiles_self_help,3,3,00:00:00,3,100.00%,100.00%,$0.00
/doku.php?id=smooth_transition_from_singleness_to_wedded_life,3,1,00:00:12,0,0.00%,0.00%,$0.00
/doku.php?id=snoring_solutions&do=edit&rev=0,3,1,00:00:22,0,0.00%,0.00%,$0.00
/doku.php?id=soccer_season,3,2,00:00:09,0,0.00%,0.00%,$0.00
/doku.php?id=something,3,1,00:01:12,0,0.00%,0.00%,$0.00
/doku.php?id=southern_food&do=edit&rev=0,3,1,00:00:36,0,0.00%,0.00%,$0.00
/doku.php?id=speed_reading,3,3,00:00:00,3,100.00%,100.00%,$0.00
/doku.php?id=spelunky_guide_-_black_market_and_the_worm,3,3,00:00:00,1,100.00%,100.00%,$0.00
/doku.php?id=spelunky_guide_-_city_of_gold,3,3,00:01:22,3,66.67%,66.67%,$0.00
/doku.php?id=spelunky_guide_-_gameplay_and_mechanics,3,3,00:00:00,1,100.00%,100.00%,$0.00
/doku.php?id=spelunky_review,3,2,00:00:09,1,100.00%,33.33%,$0.00
/doku.php?id=springsteen_and_me,3,3,00:00:00,3,100.00%,100.00%,$0.00
/doku.php?id=standard_build_docs,3,1,00:00:05,0,0.00%,33.33%,$0.00
/doku.php?id=star_coin,3,3,00:00:00,3,100.00%,100.00%,$0.00
/doku.php?id=stars,3,1,00:00:08,0,0.00%,0.00%,$0.00
/doku.php?id=start',3,2,00:00:04,0,0.00%,33.33%,$0.00
/doku.php?id=start&do=admin&page=acl,3,3,00:00:25,0,0.00%,0.00%,$0.00
/doku.php?id=start&do=edit&rev=1394671406,3,3,00:00:08,0,0.00%,0.00%,$0.00
/doku.php?id=start&do=edit&rev=1394876360,3,2,00:00:20,0,0.00%,0.00%,$0.00
/doku.php?id=start&do=edit&rev=1394968679,3,2,00:00:20,0,0.00%,0.00%,$0.00
/doku.php?id=start&do=edit&rev=1395774305,3,1,00:00:18,0,0.00%,0.00%,$0.00
/doku.php?id=start&do=edit&rev=1396807022,3,2,00:00:09,0,0.00%,0.00%,$0.00
/doku.php?id=start&do=media&image=sharkness:fb4.png&ns=sharkness,3,1,00:00:09,0,0.00%,0.00%,$0.00
/doku.php?id=start&do=register,3,3,00:00:18,1,100.00%,33.33%,$0.00
/doku.php?id=start&fn[edit][koguma]=1&do=admin&page=usermanager&sectok=ecdde88e59ff262dcb8e13e1abc5fad9,3,1,00:00:26,0,0.00%,33.33%,$0.00
/doku.php?id=start&idx=a_third_way,3,3,00:00:23,0,0.00%,0.00%,$0.00
/doku.php?id=start&idx=choosy_workfare,3,2,00:00:15,0,0.00%,0.00%,$0.00
/doku.php?id=start&idx=doku,3,3,00:00:10,0,0.00%,0.00%,$0.00
/doku.php?id=start&idx=the_cold_equations,3,1,00:00:13,0,0.00%,0.00%,$0.00
/doku.php?id=start&image=acid_rain.jpg&ns=&tab_details=view&do=media,3,3,00:00:16,0,0.00%,33.33%,$0.00
/doku.php?id=start&image=archaeology_4.png&ns=&tab_details=view&do=media,3,3,00:00:00,1,100.00%,100.00%,$0.00
/doku.php?id=start&image=boom.jpg&ns=&tab_details=view&do=media,3,3,00:00:00,1,100.00%,100.00%,$0.00
/doku.php?id=start&image=brisbane_southbank.jpg&ns=&tab_details=view&do=media,3,3,00:00:36,0,0.00%,66.67%,$0.00
/doku.php?id=start&image=colchicine5.jpg.jpeg&ns=&tab_details=view&do=media,3,3,00:00:10,0,0.00%,66.67%,$0.00
/doku.php?id=start&image=ddr_differentiation.png&ns=&tab_details=view&do=media,3,3,00:00:10,0,0.00%,33.33%,$0.00
/doku.php?id=start&image=desertification.jpg&ns=&tab_details=view&do=media,3,3,00:00:00,0,0.00%,100.00%,$0.00
/doku.php?id=start&ns=fheenix&tab_files=files&do=media,3,2,00:00:21,0,0.00%,33.33%,$0.00
/doku.php?id=start&ns=silentwriter&tab_files=files&do=media,3,3,00:00:12,0,0.00%,66.67%,$0.00
/doku.php?id=start&rev=1396708710,3,2,00:01:41,0,0.00%,0.00%,$0.00
/doku.php?id=start&tab_details=edit&do=media&image=ann_zi:unusual_places_antelope_canyon.jpg&ns=ann_zi,3,2,00:00:48,0,0.00%,0.00%,$0.00
/doku.php?id=start&tab_files=upload&do=media&tab_details=view&ns=weisoq,3,1,00:00:13,0,0.00%,0.00%,$0.00
/doku.php?id=stop_blaming_others_instead_see_them_as_tools_for_growth,3,1,00:00:03,0,0.00%,0.00%,$0.00
/doku.php?id=sudan:a_military_perspective,3,3,00:00:05,0,0.00%,66.67%,$0.00
/doku.php?id=suddenly_single_coping_with_death_or_marital_separation,3,1,00:00:09,0,0.00%,0.00%,$0.00
/doku.php?id=sun_dials,3,3,00:00:00,3,100.00%,100.00%,$0.00
/doku.php?id=sunshine_coast_australia,3,3,00:00:03,0,0.00%,0.00%,$0.00
/doku.php?id=surgeon_simulator_2013_review,3,2,00:00:35,1,100.00%,33.33%,$0.00
/doku.php?id=sustainable_homes&do=edit&rev=0,3,1,00:02:36,0,0.00%,0.00%,$0.00
/doku.php?id=swain_middle_guide,3,3,00:00:01,2,100.00%,66.67%,$0.00
/doku.php?id=sweet_flight,3,2,00:00:03,0,0.00%,0.00%,$0.00
/doku.php?id=tablets_with_usb_ports,3,2,00:00:03,1,100.00%,33.33%,$0.00
/doku.php?id=take_a_walk_-_you_will_like_it,3,2,00:00:21,0,0.00%,33.33%,$0.00
/doku.php?id=take_this_waltz_review,3,2,00:00:10,1,0.00%,0.00%,$0.00
/doku.php?id=talk:chinese_hydrology,3,1,00:00:08,0,0.00%,0.00%,$0.00
/doku.php?id=talk:conditional_forgiveness&rev=0,3,3,00:00:00,0,0.00%,100.00%,$0.00
/doku.php?id=talk:devcoin,3,3,00:00:07,0,0.00%,33.33%,$0.00
/doku.php?id=talk:do_not_plagiarize&do=edit&rev=0,3,1,00:03:31,0,0.00%,0.00%,$0.00
/doku.php?id=talk:do_not_plagiarize&do=edit&rev=1396633905,3,1,00:01:01,0,0.00%,0.00%,$0.00
/doku.php?id=talk:earn_devcoins_by_writing&do=edit&rev=1392722915,3,3,00:00:13,0,0.00%,0.00%,$0.00
/doku.php?id=talk:ember_song,3,3,00:05:25,0,0.00%,0.00%,$0.00
/doku.php?id=talk:eschatalogy_history_early_church&rev=0,3,3,00:00:00,0,0.00%,100.00%,$0.00
/doku.php?id=talk:eschatalogy_history_early_church&rev=0&mddo=print,3,3,00:00:00,0,0.00%,100.00%,$0.00
/doku.php?id=talk:french_fried_onions_recipes,3,2,00:00:04,0,0.00%,0.00%,$0.00
/doku.php?id=talk:how_to_get_setup_earning_devcoins_by_writing,3,3,00:00:09,0,0.00%,33.33%,$0.00
/doku.php?id=talk:life_of_god_in_the_soul_of_man&do=backlink,3,3,00:00:00,0,0.00%,100.00%,$0.00
/doku.php?id=talk:phenylalanine_to_amphetamine_or_n-methylamphetamine,3,2,00:00:04,0,0.00%,0.00%,$0.00
/doku.php?id=talk:ranting_on_ranking,3,2,00:00:06,1,100.00%,33.33%,$0.00
/doku.php?id=talk:ranting_on_ranking&do=edit&rev=0,3,1,00:00:54,0,0.00%,0.00%,$0.00
/doku.php?id=talk:seattle_fish_co,3,2,00:00:04,0,0.00%,33.33%,$0.00
/doku.php?id=talk:strengths_and_weaknesses_of_the_break_even_concept,3,3,00:00:04,0,0.00%,33.33%,$0.00
/doku.php?id=talk:teletech&do=edit&rev=0,3,2,00:00:03,0,0.00%,0.00%,$0.00
/doku.php?id=talk:when_prophecy_goes_rogue&do=backlink,3,3,00:00:20,0,0.00%,66.67%,$0.00
/doku.php?id=talk:when_prophecy_goes_rogue&do=edit&rev=0,3,3,00:00:04,0,0.00%,66.67%,$0.00
/doku.php?id=talk:when_prophecy_goes_rogue&do=login,3,3,00:00:12,0,0.00%,33.33%,$0.00
/doku.php?id=talk:wiki:user:altos,3,2,00:00:08,0,0.00%,33.33%,$0.00
/doku.php?id=talk:wiki:user:bomac,3,3,00:00:11,0,0.00%,0.00%,$0.00
/doku.php?id=talk:wiki:user:redfalken&do=edit&rev=0,3,2,00:00:25,0,0.00%,0.00%,$0.00
/doku.php?id=talk:wiki:user:sedgwyck&do=edit&rev=0,3,3,00:01:21,0,0.00%,33.33%,$0.00
/doku.php?id=talk:wiki:user:silverdragon,3,3,00:05:30,0,0.00%,33.33%,$0.00
/doku.php?id=talk:wiki:user:wezelvis,3,2,00:00:04,0,0.00%,0.00%,$0.00
/doku.php?id=talk:yad_vashem_stock_photo,3,3,00:00:07,0,0.00%,66.67%,$0.00
/doku.php?id=taoism_is_magical&do=edit&rev=1397077621,3,1,00:01:38,0,0.00%,0.00%,$0.00
/doku.php?id=tasmania,3,3,00:00:00,3,100.00%,100.00%,$0.00
/doku.php?id=teacher_heals_5,3,2,00:00:49,0,0.00%,0.00%,$0.00
/doku.php?id=tearaway,3,3,00:00:11,0,0.00%,0.00%,$0.00
/doku.php?id=technical_analysis_introduction,3,3,00:00:00,2,100.00%,100.00%,$0.00
/doku.php?id=technical_difficulties,3,2,00:01:51,0,0.00%,33.33%,$0.00
/doku.php?id=technological_security,3,2,00:00:08,1,100.00%,33.33%,$0.00
/doku.php?id=template:cryptocurrency,3,3,00:00:00,3,100.00%,100.00%,$0.00
/doku.php?id=temporal_nexus,3,3,00:00:00,3,100.00%,100.00%,$0.00
/doku.php?id=testing_updated_devcoin_windows_client,3,2,00:00:26,2,50.00%,66.67%,$0.00
/doku.php?id=tf2_picking_a_class,3,3,00:00:28,0,0.00%,0.00%,$0.00
/doku.php?id=thalmic,3,3,00:00:18,2,100.00%,66.67%,$0.00
/doku.php?id=thankyou_to_my_facebook_friends&do=edit&rev=0,3,1,00:09:26,0,0.00%,0.00%,$0.00
/doku.php?id=thankyou_to_my_facebook_friends&do=edit&rev=1394939633,3,1,00:00:15,0,0.00%,0.00%,$0.00
/doku.php?id=the_age_of_horus,3,3,00:00:14,0,0.00%,0.00%,$0.00
/doku.php?id=the_basic_elements,3,3,00:00:00,3,100.00%,100.00%,$0.00
/doku.php?id=the_bible_-_source_of_the_martyrs_strength&do=edit&rev=0,3,1,00:00:56,0,0.00%,0.00%,$0.00
/doku.php?id=the_bible_law_of_attraction_and_the_devtome,3,2,00:03:15,0,0.00%,33.33%,$0.00
/doku.php?id=the_big_wide_world_of_crypto_investments,3,3,00:00:59,3,66.67%,66.67%,$0.00
/doku.php?id=the_billionaire,3,2,00:00:20,0,0.00%,0.00%,$0.00
/doku.php?id=the_chernobyl_disaster,3,3,00:00:00,3,100.00%,100.00%,$0.00
/doku.php?id=the_coming_crypto_currency_revolution,3,3,00:01:08,1,0.00%,33.33%,$0.00
/doku.php?id=the_conversion_of_saul,3,3,00:00:11,0,0.00%,66.67%,$0.00
/doku.php?id=the_crypto_future_of_shares,3,2,00:00:09,1,100.00%,33.33%,$0.00
/doku.php?id=the_dangers_of_cannabis_a_forced_essay&do=edit&rev=1393012303,3,1,00:00:34,0,0.00%,0.00%,$0.00
/doku.php?id=the_darkest_harsh&do=edit&rev=0,3,1,00:00:34,0,0.00%,0.00%,$0.00
/doku.php?id=the_day_job_comes_through,3,3,00:01:34,0,0.00%,33.33%,$0.00
/doku.php?id=the_deception_of_stereotypes,3,3,00:00:08,3,66.67%,66.67%,$0.00
/doku.php?id=the_departure,3,3,00:00:00,0,0.00%,100.00%,$0.00
/doku.php?id=the_dev_critic:scalar33_s_loan,3,3,00:00:49,0,0.00%,33.33%,$0.00
/doku.php?id=the_devtome_writing_situation,3,3,00:00:40,0,0.00%,0.00%,$0.00
/doku.php?id=the_discovery_and_origin_of_chocolate,3,3,00:00:14,1,100.00%,33.33%,$0.00
/doku.php?id=the_end_of_a_useful_life,3,3,00:03:25,1,100.00%,33.33%,$0.00
/doku.php?id=the_faith_that_heals&do=edit&rev=0,3,1,00:00:30,0,0.00%,0.00%,$0.00
/doku.php?id=the_family_garden_for_growth,3,1,00:00:15,0,0.00%,0.00%,$0.00
/doku.php?id=the_forsaken_soul_8,3,1,00:00:16,0,0.00%,33.33%,$0.00
/doku.php?id=the_furry_mirror,3,3,00:00:03,1,100.00%,66.67%,$0.00
/doku.php?id=the_future_of_martial_arts,3,2,00:00:08,0,0.00%,0.00%,$0.00
/doku.php?id=the_gospels_variance_between_john_vs_and_the_synoptic_tradition,3,3,00:00:11,0,0.00%,66.67%,$0.00
/doku.php?id=the_great_reckoning_for_alt_coins&do=edit&rev=1396438739,3,1,00:00:23,0,0.00%,0.00%,$0.00
/doku.php?id=the_great_reckoning_for_alt_coins&do=edit&rev=1396455811,3,1,00:00:18,0,0.00%,0.00%,$0.00
/doku.php?id=the_happy_wanderer_s02e06_the_sopranos,3,3,00:00:00,2,100.00%,100.00%,$0.00
/doku.php?id=the_history_of_cprogramming&do=revisions,3,3,00:00:25,0,0.00%,66.67%,$0.00
/doku.php?id=the_history_of_forex&do=edit&rev=0,3,1,00:00:14,0,0.00%,0.00%,$0.00
/doku.php?id=the_history_of_forex&do=edit&rev=1395343641,3,1,00:00:46,0,0.00%,0.00%,$0.00
/doku.php?id=the_history_of_forex&do=edit&rev=1395344215,3,2,00:00:14,0,0.00%,0.00%,$0.00
/doku.php?id=the_house_i_live_in,3,1,00:00:02,0,0.00%,0.00%,$0.00
/doku.php?id=the_infantas_birthday,3,2,00:00:14,0,0.00%,0.00%,$0.00
/doku.php?id=the_l_aquila_earthquake_trial,3,3,00:00:00,3,100.00%,100.00%,$0.00
/doku.php?id=the_lost_world,3,2,00:03:07,1,0.00%,33.33%,$0.00
/doku.php?id=the_meadow_song&do=edit&rev=0,3,1,00:01:24,0,0.00%,0.00%,$0.00
/doku.php?id=the_night_at_the_doyle_house,3,2,00:00:02,0,0.00%,33.33%,$0.00
/doku.php?id=the_old_paradigm_isn_t_coming_back,3,2,00:00:02,0,0.00%,0.00%,$0.00
/doku.php?id=the_piano,3,3,00:00:05,1,100.00%,33.33%,$0.00
/doku.php?id=the_problem_with_free_web_hosting&do=revisions,3,2,00:00:05,0,0.00%,33.33%,$0.00
/doku.php?id=the_quest_for_riches,3,2,00:00:17,0,0.00%,0.00%,$0.00
/doku.php?id=the_rare_interest_bearing_bitcoin_alternative_cryptogenic_bullion,3,2,00:06:44,1,100.00%,66.67%,$0.00
/doku.php?id=the_round_29_bonanza,3,3,00:00:55,0,0.00%,0.00%,$0.00
/doku.php?id=the_solar_system_and_earth,3,3,00:04:04,0,0.00%,33.33%,$0.00
/doku.php?id=the_sopranos_s01e01_the_sopranos,3,1,00:00:03,0,0.00%,0.00%,$0.00
/doku.php?id=the_swedish_empire,3,3,00:00:00,3,100.00%,100.00%,$0.00
/doku.php?id=the_termites_in_power_by_kendido,3,2,00:00:33,0,0.00%,33.33%,$0.00
/doku.php?id=the_waiting_game,3,3,00:02:02,1,100.00%,33.33%,$0.00
/doku.php?id=the_world_s_largest_bitcoin_lottery_-_betcoin_prize_announced_by_bitcoin_gambling_innovator_betcoin_entertainment,3,3,00:00:00,3,100.00%,100.00%,$0.00
/doku.php?id=their_secret,3,2,00:00:55,0,0.00%,0.00%,$0.00
/doku.php?id=things_to_do_in_vancouver,3,2,00:00:15,1,100.00%,66.67%,$0.00
/doku.php?id=this_story_is_da_bomb_dot_com,3,2,00:00:11,0,0.00%,0.00%,$0.00
/doku.php?id=three_wheel_motorcycle,3,2,00:00:03,1,100.00%,33.33%,$0.00
/doku.php?id=titusville_florida-_a_history&do=edit&rev=1395263445,3,1,00:00:39,0,0.00%,0.00%,$0.00
/doku.php?id=to_live_with_heart&do=edit&rev=0,3,1,00:01:30,0,0.00%,0.00%,$0.00
/doku.php?id=to_mine_or_not_to_mine,3,3,00:06:25,1,100.00%,66.67%,$0.00
/doku.php?id=toddler_bikes,3,3,00:00:00,3,100.00%,100.00%,$0.00
/doku.php?id=tomato_plant_nutrition&do=edit&rev=0,3,1,00:01:58,0,0.00%,0.00%,$0.00
/doku.php?id=tomato_plant_production&do=edit&rev=0,3,1,00:02:30,0,0.00%,0.00%,$0.00
/doku.php?id=top_five_social_media_for_your_business&do=edit&rev=1396577171,3,1,00:00:36,0,0.00%,0.00%,$0.00
/doku.php?id=transforming_resources_into_goods_and_services,3,3,00:00:00,3,100.00%,100.00%,$0.00
/doku.php?id=trichinosis_-_a_painful_problem,3,1,00:00:05,0,0.00%,0.00%,$0.00
/doku.php?id=triple_top_and_triple_bottom,3,3,00:00:21,2,100.00%,66.67%,$0.00
/doku.php?id=tristana_ad_carry_guide&do=diff,3,3,00:00:04,0,0.00%,0.00%,$0.00
/doku.php?id=tuscany_-_the_region_of_art_and_chianti,3,2,00:20:35,2,50.00%,66.67%,$0.00
/doku.php?id=types_of_sorting&do=edit&rev=0,3,1,00:00:21,0,0.00%,0.00%,$0.00
/doku.php?id=ultrahot&do=revisions,3,2,00:00:08,0,0.00%,33.33%,$0.00
/doku.php?id=undead_head,3,3,00:00:05,0,0.00%,0.00%,$0.00
/doku.php?id=understanding_how_a_mortgage_amortization_table_work,3,2,00:00:13,0,0.00%,0.00%,$0.00
/doku.php?id=unmasking_traditional_african_taboos_and_myths_part_one,3,2,00:00:11,1,0.00%,66.67%,$0.00
/doku.php?id=unwrapping_a_lifelong_memory,3,2,00:05:56,2,50.00%,66.67%,$0.00
/doku.php?id=using_the_bus,3,3,00:01:26,0,0.00%,0.00%,$0.00
/doku.php?id=vaccine_myths_and_conspiracies,3,2,00:01:14,1,100.00%,33.33%,$0.00
/doku.php?id=vaccines_and_the_antivax_movement,3,3,00:00:10,1,100.00%,66.67%,$0.00
/doku.php?id=verona_-_the_city_of_romeo_and_juliet,3,3,00:00:00,3,100.00%,100.00%,$0.00
/doku.php?id=vi_jungle_guide,3,2,00:00:13,1,100.00%,33.33%,$0.00
/doku.php?id=vodka,3,3,00:00:05,3,66.67%,66.67%,$0.00
/doku.php?id=voynich_theory_harris,3,3,00:00:18,0,0.00%,66.67%,$0.00
/doku.php?id=was_jesus_married,3,3,00:00:19,1,100.00%,33.33%,$0.00
/doku.php?id=we_do_not_need_supermarkets,3,3,00:00:08,0,0.00%,0.00%,$0.00
/doku.php?id=website_basics,3,3,00:02:46,0,0.00%,0.00%,$0.00
/doku.php?id=weight_management_during_holiday_time,3,1,00:00:04,0,0.00%,0.00%,$0.00
/doku.php?id=what_acne_scar_treatment_is_best_for_you&do=edit&rev=1395683159,3,1,00:00:21,0,0.00%,0.00%,$0.00
/doku.php?id=what_are_hybrid_cars&do=edit&rev=0,3,1,00:04:00,0,0.00%,0.00%,$0.00
/doku.php?id=what_is_reddcoin,3,3,00:20:23,2,50.00%,66.67%,$0.00
/doku.php?id=what_you_should_know_about_diabetes&do=edit&rev=0,3,1,00:00:23,0,0.00%,0.00%,$0.00
/doku.php?id=when_mt_gox_sneezes,3,3,00:01:29,1,0.00%,0.00%,$0.00
/doku.php?id=when_prophecy_goes_rogue&rev=1371142841&do=diff,3,3,00:00:17,0,0.00%,66.67%,$0.00
/doku.php?id=where_does_bitcoins_value_come_from,3,3,00:03:12,1,100.00%,33.33%,$0.00
/doku.php?id=where_does_the_time_go,3,3,00:00:48,0,0.00%,33.33%,$0.00
/doku.php?id=why_blindly_guaranteeing_a_personal_loan_could_land_you_in_trouble_with_the_banks,3,3,00:00:12,0,0.00%,33.33%,$0.00
/doku.php?id=why_do_so_many_otherwise_intelligent_people_shut_down_their_brains_when_it_comes_to_911&do=edit&rev=1396245451,3,1,00:00:10,0,0.00%,0.00%,$0.00
/doku.php?id=why_do_so_many_otherwise_intelligent_people_shut_down_their_brains_when_it_comes_to_911&do=edit&rev=1396245652,3,1,00:00:22,0,0.00%,0.00%,$0.00
/doku.php?id=why_do_so_many_otherwise_intelligent_people_shut_down_their_brains_when_it_comes_to_911&do=edit&rev=1396249320,3,1,00:00:29,0,0.00%,0.00%,$0.00
/doku.php?id=why_do_so_many_otherwise_intelligent_people_shut_down_their_brains_when_it_comes_to_911&do=edit&rev=1396252194,3,1,00:00:26,0,0.00%,0.00%,$0.00
/doku.php?id=why_do_so_many_otherwise_intelligent_people_shut_down_their_brains_when_it_comes_to_911&do=edit&rev=1396252368,3,1,00:00:24,0,0.00%,0.00%,$0.00
/doku.php?id=why_do_so_many_otherwise_intelligent_people_shut_down_their_brains_when_it_comes_to_911&do=edit&rev=1396391949,3,2,00:01:03,1,0.00%,0.00%,$0.00
/doku.php?id=why_do_so_many_otherwise_intelligent_people_shut_down_their_brains_when_it_comes_to_911&do=edit&rev=1396610366,3,1,00:08:28,0,0.00%,0.00%,$0.00
/doku.php?id=why_do_so_many_otherwise_intelligent_people_shut_down_their_brains_when_it_comes_to_911&do=edit&rev=1396612223,3,1,00:01:25,0,0.00%,0.00%,$0.00
/doku.php?id=why_do_the_english_love_tea&do=edit&rev=1395833300,3,2,00:03:00,1,0.00%,33.33%,$0.00
/doku.php?id=why_do_the_english_love_tea&do=edit&rev=1395836835,3,1,00:04:53,0,0.00%,0.00%,$0.00
/doku.php?id=why_i_retired_from_teaching&do=backlink,3,2,00:00:10,0,0.00%,33.33%,$0.00
/doku.php?id=why_i_write_and_days_of_future_past&do=edit&rev=1396349529,3,2,00:03:35,1,0.00%,33.33%,$0.00
/doku.php?id=why_i_write_and_days_of_future_past&do=edit&rev=1396732646,3,2,00:01:49,1,100.00%,66.67%,$0.00
/doku.php?id=why_i_write_and_days_of_future_past&do=login,3,1,00:00:36,0,0.00%,33.33%,$0.00
